epoch,loss_cls,loss_coral,total_loss,source_acc,unseen_target_acc
1,0.9028937882119483,0.00025394962514693054,0.9029445805392422,0.768305171530978,0.5635774022870798
2,0.4980657015527998,0.0004519386030541692,0.4981560905228604,0.8854753370882403,0.7605393411845025
3,0.32154186086340264,0.0005654155676173825,0.3216549441382125,0.9319849803720771,0.8832565284178188
