epoch,loss_cls,loss_domain,total_loss,source_acc,target_test_acc
1,1.0561721457375421,0.44890538454055784,1.1459532141685487,0.6630824372759857,0.16666666666666666
2,0.78048671219084,0.24086349904537202,0.8286594086223178,0.7569551117938215,0.20819112627986347
3,0.5947622067398495,0.17556578086482155,0.6298753625816769,0.8276156340672469,0.33674630261660976
