epoch,train_loss,source_acc,unseen_target_acc
1,0.9685141673454871,0.72452636968766,0.5936166581327872
2,0.7697812466176002,0.8828298344427377,0.7462024236217785
3,0.5609182541841989,0.8693463048301758,0.8743812937361325
