epoch,train_loss,source_acc,target_test_acc
1,1.044098435536675,0.6654719235364397,0.16666666666666666
2,0.7552435022333394,0.7557603686635944,0.23378839590443687
3,0.5880857019320779,0.8178870114353985,0.36973833902161546
