epoch,loss_cls,loss_domain,total_loss,source_acc,unseen_target_acc
1,0.9065245691236559,0.6546532177663111,1.0374552175238891,0.7606246799795187,0.658815497525175
2,0.564748071379714,0.5574661702900142,0.6762413077957028,0.8828298344427377,0.9283154121863799
3,0.32847450313332316,0.49542855954432224,0.42756021661417826,0.9022017409114184,0.9049325823519372
